trading_name,x_coordinate,y_coordinate,block_id,clue_small_area,property_id,type
Sho Noodles,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Gaylord Indian Restaurant,144.9657704,-37.81206133,66,Melbourne (CBD),109437,restaurant
University Cafe,144.9668382,-37.79947744,206,Carlton,106130,restaurant
Gourmet Pizza Bar,144.9856254,-37.81004657,613,East Melbourne,593697,restaurant
Seoul House Korean Restaurant,144.9676444,-37.81098272,67,Melbourne (CBD),108581,restaurant
Bombini Buzz,144.9682264,-37.82094188,752,Southbank,110734,restaurant
Dumplings Plus,144.9645747,-37.8119541,65,Melbourne (CBD),109298,restaurant
Nutrition Bar,144.9770428,-37.83774553,720,Melbourne (Remainder),108627,restaurant
Dolcetti,144.9540448,-37.80590009,434,West Melbourne (Residential),109697,restaurant
Taxi Riverside,144.9699175,-37.81784465,6,Melbourne (CBD),578325,restaurant
Tokyo Sushi Kitchen,144.9770428,-37.83774553,720,Melbourne (Remainder),108627,restaurant
Nando's,144.9637506,-37.8103651,85,Melbourne (CBD),109311,restaurant
1000 Wat,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Kenny's Bakery Cafe,144.962154,-37.82167834,802,Southbank,575820,restaurant
Plantation Speciality Coffee Roasters,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Melbourne Toodouri,144.9577237,-37.80583959,361,North Melbourne,109839,restaurant
Dragon Boat,144.9668768,-37.81259409,56,Melbourne (CBD),101202,restaurant
Chuckle Deli,144.9640121,-37.81488174,45,Melbourne (CBD),105960,restaurant
Kiss N' Fly,144.9668768,-37.81259409,56,Melbourne (CBD),101202,restaurant
Code Black,144.9458305,-37.821044,1108,Docklands,613252,restaurant
City Orchids Garden,144.9688884,-37.81158263,57,Melbourne (CBD),520416,restaurant
La Vita Buona 'The Good Life' Cellar Bar Deli,144.9674304,-37.81584777,26,Melbourne (CBD),109418,restaurant
Little Cupcakes,144.9573923,-37.81531863,52,Melbourne (CBD),612820,restaurant
Luncheonette Cafe ,144.9311131,-37.79436218,2546,Kensington,615281,restaurant
Flavour Cafe,144.954319,-37.7997297,377,North Melbourne,103814,restaurant
Eclipse Coffee,144.9581185,-37.81853877,22,Melbourne (CBD),102103,restaurant
Campos Coffee,144.96981,-37.79715068,215,Carlton,103144,restaurant
Aussie Steak N Burger,144.9436836,-37.81389091,1109,Docklands,584059,restaurant
Cafe Keyif,144.9559791,-37.8203648,11,Melbourne (CBD),103987,restaurant
This Side of Paradise,144.9634979,-37.81592157,34,Melbourne (CBD),103176,restaurant
Alice's Thai Restaurant,144.9670943,-37.81447237,36,Melbourne (CBD),105917,restaurant
The Glasshouse Eatery,144.9823854,-37.82487806,660,Melbourne (Remainder),531599,restaurant
The Tippier & Co,144.9882532,-37.81638513,606,East Melbourne,110012,restaurant
Aggies Cafe Bar Restaurant,144.9799837,-37.81680765,656,East Melbourne,109985,restaurant
Kaefei,144.9564474,-37.81270785,82,Melbourne (CBD),110107,restaurant
Bhoj On Docklands ,144.9412614,-37.81460533,1109,Docklands,560001,restaurant
Thai Viet,144.9657774,-37.81507697,35,Melbourne (CBD),109268,restaurant
Melrose Takeaway,144.9414027,-37.79501722,2392,North Melbourne,617402,restaurant
Harley House,144.9713489,-37.8143446,27,Melbourne (CBD),102064,restaurant
Elceed Cafe,144.9471385,-37.80252643,333,North Melbourne,107975,restaurant
Sushi Sushi,144.9662156,-37.8141284,46,Melbourne (CBD),109412,restaurant
Brunetti Carlton,144.9681789,-37.79803089,217,Carlton,106193,restaurant
Oscar's Table,144.9412614,-37.81460533,1109,Docklands,560001,restaurant
Oriental Tea House,144.9620207,-37.81551671,44,Melbourne (CBD),105958,restaurant
FM Karaoke Bar,144.9687387,-37.81235798,57,Melbourne (CBD),101214,restaurant
Menya Ramen,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Cafe Shots Espresso Bar,144.960162,-37.81320274,64,Melbourne (CBD),108101,restaurant
Don Tojo,144.9656265,-37.80132569,246,Carlton,101693,restaurant
Cargo Cafe & Bar,144.9414051,-37.8153411,1109,Docklands,573925,restaurant
The Groove Train,144.9617186,-37.81629382,34,Melbourne (CBD),102132,restaurant
Spudbar,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Don't Tell Charles Coffee & Desserts,144.9163635,-37.79387621,559,Kensington,581061,restaurant
Crinitis Southern Italian Cuisine,144.9678378,-37.79850638,217,Carlton,103703,restaurant
Sea Salt,144.9656264,-37.81760781,15,Melbourne (CBD),104010,restaurant
Subway,144.9634979,-37.81592157,34,Melbourne (CBD),103176,restaurant
Al Capone's Pizzeria,144.9194456,-37.79170781,559,Kensington,111268,restaurant
Clyde Hotel,144.9657541,-37.79725532,204,Carlton,101613,restaurant
I Love Dumplings,144.9599969,-37.80914342,104,Melbourne (CBD),100167,restaurant
Cafenatics 367,144.9624418,-37.81728432,24,Melbourne (CBD),102092,restaurant
Cafe Kinetic,144.9709643,-37.81556733,17,Melbourne (CBD),103923,restaurant
Waterfront (Southgate),144.9662623,-37.82066923,753,Southbank,110606,restaurant
The Melbourne Club,144.9721172,-37.81324914,38,Melbourne (CBD),102166,restaurant
Penny Blue,144.9631276,-37.81292437,65,Melbourne (CBD),105875,restaurant
Caffe Duomo,144.9645574,-37.81567229,35,Melbourne (CBD),102141,restaurant
Sage & Grace Cafe,144.9605953,-37.79301958,271,Parkville,102052,restaurant
Mensousai Mugen,144.9636498,-37.81686635,24,Melbourne (CBD),110763,restaurant
Chocolate Buddha,144.9699175,-37.81784465,6,Melbourne (CBD),578319,restaurant
Kalamaki Greek Street Food,144.9610121,-37.81288006,64,Melbourne (CBD),105706,restaurant
Long Chim,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Ootoro On Collins,144.9568348,-37.81767359,32,Melbourne (CBD),102115,restaurant
Rejuice Bar & Cafe,144.9412614,-37.81460533,1109,Docklands,560001,restaurant
Thresherman's Bakehouse,144.9667269,-37.79886072,206,Carlton,103691,restaurant
Yan's Cafe ,144.9486329,-37.80883465,430,West Melbourne (Residential),108864,restaurant
Andrews Hamburger,144.9595755,-37.80904835,104,Melbourne (CBD),104084,restaurant
Reynoldo's,144.9500439,-37.80411038,354,North Melbourne,103518,restaurant
Barista Cafe,144.9699756,-37.80941489,78,Melbourne (CBD),103618,restaurant
East Imperial,144.969881,-37.79918387,219,Carlton,108188,restaurant
Rhumba's At Nab,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
The Pancake Parlour,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Cafe Notturno,144.9664967,-37.80144374,246,Carlton,106105,restaurant
Eclipse Coffee,144.9581185,-37.81853877,22,Melbourne (CBD),102103,restaurant
Red Capsicum,144.9600381,-37.8044181,262,Carlton,107874,restaurant
Max Brenner Chocolates,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Top End Cafe,144.9580246,-37.80033364,239,Carlton,103258,restaurant
Engel's Espresso,144.9728919,-37.81330535,38,Melbourne (CBD),102169,restaurant
Da Guido,144.9666832,-37.80403393,252,Carlton,106249,restaurant
Soul Cafe,144.9649993,-37.81309229,55,Melbourne (CBD),109284,restaurant
Frescatis Fine Foods,144.9552995,-37.81251859,82,Melbourne (CBD),105459,restaurant
Katmandu Cottage,144.9497885,-37.80539346,423,West Melbourne (Residential),109716,restaurant
Tadka Boom,144.9573923,-37.81531863,52,Melbourne (CBD),111283,restaurant
Yum Yum Dumplings,144.9638971,-37.81719967,24,Melbourne (CBD),110765,restaurant
9 FaceThai Cuisine,144.9466965,-37.79823272,326,North Melbourne,104588,restaurant
Grains Galore Bakery & Kebabs,144.9523393,-37.81815358,1101,Docklands,108973,restaurant
Donwoori,144.9573902,-37.80580455,361,North Melbourne,109837,restaurant
Munich Brau Haus,144.9503336,-37.82409303,804,Southbank,110988,restaurant
Jolly J's,144.9665517,-37.81724878,15,Melbourne (CBD),104014,restaurant
Brunetti Myer Melbourne,144.9638295,-37.81344503,55,Melbourne (CBD),101194,restaurant
Ruyi,144.9715514,-37.81106615,58,Melbourne (CBD),105659,restaurant
Isabella ,144.9550404,-37.79885182,920,Parkville,618951,restaurant
The Carlton Wine Room,144.9685856,-37.79858383,217,Carlton,103711,restaurant
Heartattack and Vine,144.9671482,-37.7976433,207,Carlton,106152,restaurant
Little Sista,144.9667836,-37.81413595,46,Melbourne (CBD),105962,restaurant
Brioche by Phillip,144.9689753,-37.81350285,47,Melbourne (CBD),108591,restaurant
Darac Grill & Bar,144.9620743,-37.8090975,95,Melbourne (CBD),100153,restaurant
Leyalina,144.9664967,-37.80114228,246,Carlton,106108,restaurant
Professor Court Cafe,144.9612468,-37.79739836,270,Parkville,664631,restaurant
Famish'd,144.9693812,-37.81330421,47,Melbourne (CBD),105966,restaurant
Bean Buzz Cafe,144.9291382,-37.79407422,2524,Kensington,615808,restaurant
Alibi Kitchen & Bar,144.9590443,-37.81456798,53,Melbourne (CBD),105855,restaurant
Coffee Rush,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Rydges on Swanston,144.963382,-37.80141859,243,Carlton,109327,restaurant
Empress of China,144.9689085,-37.81131622,67,Melbourne (CBD),105893,restaurant
Coffee On Cardigan,144.9639545,-37.80592639,265,Carlton,664021,restaurant
The Leveson,144.9514591,-37.80370014,355,North Melbourne,105636,restaurant
The Overdraft Cafe,144.9624418,-37.81728432,24,Melbourne (CBD),102092,restaurant
Intersection Cafe,144.9672287,-37.79734681,207,Carlton,106154,restaurant
Pear Drop Foods,144.9659028,-37.81706291,15,Melbourne (CBD),103942,restaurant
The Mint Bar & Restaurant,144.9573609,-37.81209045,83,Melbourne (CBD),110759,restaurant
Delhi Rocks,144.9553894,-37.81500707,62,Melbourne (CBD),105383,restaurant
Spinifex Cafe,144.9300585,-37.79405204,2524,Kensington,616030,restaurant
Red Cliff Chinese Restaurant,144.9599448,-37.81247811,74,Melbourne (CBD),108097,restaurant
White Rabbit Record Bar,144.9299348,-37.7936563,2524,Kensington,616043,restaurant
Shanti Bhagwan Cafe,144.9612468,-37.79739836,270,Parkville,627740,restaurant
Jang Gun Restuarant,144.9560169,-37.8134766,72,Melbourne (CBD),105726,restaurant
Reynolds St Takeaway,144.9376573,-37.7972278,312,North Melbourne,108271,restaurant
Subway,144.9501914,-37.79382016,931,Parkville,103908,restaurant
Market Lane Coffee,144.9684894,-37.79857335,217,Carlton,103710,restaurant
Five Plus Green Smoothie,144.9640475,-37.81076317,85,Melbourne (CBD),109309,restaurant
Mr Huang Jin,144.9566017,-37.81988484,11,Melbourne (CBD),103957,restaurant
Momo Station,144.9665978,-37.81376503,46,Melbourne (CBD),101137,restaurant
Cafe Del Corso,144.9627445,-37.81786011,14,Melbourne (CBD),103953,restaurant
Curry Vault ,144.9605225,-37.81642893,33,Melbourne (CBD),100729,restaurant
Parkville Store,144.9556719,-37.79525038,913,Parkville,106772,restaurant
Nick's Spaghetti Bar,144.9557716,-37.81386782,72,Melbourne (CBD),105724,restaurant
Salud Espresso Bar,144.9490176,-37.81792089,1103,Docklands,632898,restaurant
Tokyo Maki,144.9565185,-37.82099397,1,Melbourne (CBD),611394,restaurant
Nando's ,144.9614913,-37.80985709,95,Melbourne (CBD),103307,restaurant
Sushi Wang,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Sake Jr,144.9578132,-37.81636534,42,Melbourne (CBD),101156,restaurant
Jimmy Watsons ,144.9671779,-37.7975082,207,Carlton,106153,restaurant
Le Miel Et Le Lune,144.9663778,-37.79685803,208,Carlton,101660,restaurant
Clever Polly's,144.9510931,-37.80556778,424,West Melbourne (Residential),109709,restaurant
St. Brew,144.9508705,-37.81949297,1105,Docklands,578095,restaurant
The Carlton Wine Room,144.9685856,-37.79858383,217,Carlton,103711,restaurant
Osc&r On Rathdowne ,144.9711917,-37.79514419,226,Carlton,108228,restaurant
Altius Coffee Brewers,144.9566017,-37.81988484,11,Melbourne (CBD),103957,restaurant
Subway,144.9627079,-37.81388737,54,Melbourne (CBD),103180,restaurant
Local Folk Cafe,144.9256097,-37.79223674,547,Kensington,103380,restaurant
O-Bento,144.9574732,-37.81753383,32,Melbourne (CBD),102117,restaurant
Lindt Chocolat Cafe,144.9649331,-37.81662781,25,Melbourne (CBD),102086,restaurant
Oli Levi,144.9692543,-37.81302823,47,Melbourne (CBD),102197,restaurant
Magic Mountain Saloon,144.971442,-37.81280958,48,Melbourne (CBD),105968,restaurant
Berto's Bar,144.9580871,-37.81476776,53,Melbourne (CBD),110144,restaurant
Bonnie Coffee Brewers,144.9581185,-37.81853877,22,Melbourne (CBD),102103,restaurant
Mr Nice Guy,144.9560169,-37.8134766,72,Melbourne (CBD),110708,restaurant
Menya Ramen,144.9602369,-37.80880991,104,Melbourne (CBD),103226,restaurant
Corner Cafe & Convenience Store,144.9391831,-37.77625457,928,Parkville,612698,restaurant
Dymocks,144.9656577,-37.81541957,35,Melbourne (CBD),102146,restaurant
Aria Bar & Events,144.9390269,-37.81517782,1109,Docklands,601809,restaurant
Universal Pizza,144.966075,-37.80391066,254,Carlton,106090,restaurant
Bonbons Bakery Flinders Street,144.9661689,-37.81748213,15,Melbourne (CBD),104012,restaurant
ACCA Cafe,144.9671699,-37.82656258,741,Southbank,110611,restaurant
Portland Hotel,144.9681892,-37.81367486,46,Melbourne (CBD),108536,restaurant
Yen Sushi Noodle,144.9655966,-37.8166033,25,Melbourne (CBD),101789,restaurant
Hard Pressed,144.987555,-37.81637751,607,East Melbourne,110010,restaurant
Toyko Pop,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Chocolateria San Churro QV,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Aromatic Espresso,144.9770428,-37.83774553,720,Melbourne (Remainder),108627,restaurant
Soap Bar,144.9724194,-37.79790085,223,Carlton,103070,restaurant
Laurent Boulangerie Patisserie,144.9643486,-37.81473293,45,Melbourne (CBD),105961,restaurant
Migo's,144.9649678,-37.81719024,15,Melbourne (CBD),103326,restaurant
Woolshed Pub,144.9435654,-37.8165193,1108,Docklands,604125,restaurant
The Essoign Club,144.9571446,-37.81427718,62,Melbourne (CBD),110100,restaurant
Corner & Bench,144.961492,-37.81443611,54,Melbourne (CBD),101186,restaurant
Soul Soup Cafe,144.9642791,-37.80543863,265,Carlton,101581,restaurant
Hungry Jacks,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Melbourne Hwaro Korean BBQ Restaurant,144.9556694,-37.81501703,62,Melbourne (CBD),105860,restaurant
Rose Garden Barbecue Shop,144.9603439,-37.80885861,104,Melbourne (CBD),103225,restaurant
Pomodoro Sardo,144.9691194,-37.81053336,67,Melbourne (CBD),105674,restaurant
Square & Compass,144.9841154,-37.80970632,613,East Melbourne,102002,restaurant
Big Boy BBQ,144.9612664,-37.81398752,54,Melbourne (CBD),104654,restaurant
Cafe Euro Food & Wine Bar,144.9591969,-37.81499761,53,Melbourne (CBD),101177,restaurant
The Harbour Kitchen,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Box On Collins Restaurant,144.9677066,-37.81546677,26,Melbourne (CBD),102078,restaurant
Brother Thomas Coffee,144.9565783,-37.81124428,93,Melbourne (CBD),110140,restaurant
Milk The Cow,144.9671258,-37.79777439,207,Carlton,106149,restaurant
Designed For Livin,144.9362954,-37.82366685,775,Port Melbourne,600456,restaurant
Father's Office,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Roll'D Vietnamese Kitchen ,144.9573923,-37.81531863,52,Melbourne (CBD),612820,restaurant
Mr Collins,144.9494345,-37.82089145,1105,Docklands,628714,restaurant
Rydges on Swanston,144.963382,-37.80141859,243,Carlton,109327,restaurant
Sakae,144.9573923,-37.81531863,52,Melbourne (CBD),612820,restaurant
Lucy Liu's Kitchen & Bar,144.9698948,-37.81599798,17,Melbourne (CBD),108593,restaurant
Ssarim's Cafe,144.9532514,-37.81166257,91,West Melbourne (Residential),105325,restaurant
Pho 24,144.9535531,-37.8153588,61,Melbourne (CBD),641556,restaurant
Mezz Bar,144.9682264,-37.82094188,752,Southbank,108653,restaurant
The Queensberry Pour House,144.9620274,-37.80421363,256,Carlton,108026,restaurant
Fraser Place Melbourne,144.9679206,-37.8090516,87,Melbourne (CBD),101028,restaurant
Cafe Vicolino,144.9654744,-37.81664468,25,Melbourne (CBD),101788,restaurant
Suda,144.9560169,-37.8134766,72,Melbourne (CBD),105726,restaurant
Bakehouse Cafe,144.9414027,-37.79501722,2392,North Melbourne,617402,restaurant
Chelsini's ,144.962154,-37.82167834,802,Southbank,575820,restaurant
Snax Deli,144.9492871,-37.80323404,345,North Melbourne,103419,restaurant
Equinox Bar Restaurant,144.9630189,-37.81073331,85,Melbourne (CBD),105746,restaurant
Cafe Issus,144.9655966,-37.8166033,25,Melbourne (CBD),101789,restaurant
Caffe E Biscotti,144.9642254,-37.81528948,35,Melbourne (CBD),105928,restaurant
Boombap,144.957088,-37.81686865,42,Melbourne (CBD),105950,restaurant
Cafe Dominoes,144.9566434,-37.81427826,62,Melbourne (CBD),105712,restaurant
Cafe 198,144.9449612,-37.81396231,1102,Docklands,609314,restaurant
The Dessert Box,144.9661056,-37.80373308,254,Carlton,106094,restaurant
Merchant Society,144.9434599,-37.82044558,1108,Docklands,609480,restaurant
Soul Cafe,144.9649993,-37.81309229,55,Melbourne (CBD),109284,restaurant
Radisson On Flagstaff Gardens,144.9561202,-37.81032314,103,Melbourne (CBD),110139,restaurant
Transit Rooftop Bar,144.9699175,-37.81784465,6,Melbourne (CBD),578324,restaurant
Blossom Espresso ,144.962154,-37.82167834,802,Southbank,575820,restaurant
Tank Fish And Chippery ,144.9661179,-37.80366248,254,Carlton,106096,restaurant
Tempo Bar & Cafe,144.9589224,-37.81630648,43,Melbourne (CBD),110147,restaurant
Dhaka Restaurant & Supplies,144.9681529,-37.81081665,67,Melbourne (CBD),105681,restaurant
Da Bruno Ristorante Pizza,144.9843025,-37.81583642,618,East Melbourne,109994,restaurant
Earl Canteen,144.9587607,-37.81494883,53,Melbourne (CBD),101176,restaurant
Burger Edge,144.9557168,-37.81571633,52,Melbourne (CBD),105389,restaurant
Kobab,144.9591876,-37.8192157,12,Melbourne (CBD),110091,restaurant
The Charles Dickens Tavern,144.9645574,-37.81567229,35,Melbourne (CBD),102141,restaurant
Rhumba's At Nab,144.9451224,-37.81888389,1108,Docklands,573414,restaurant
Dumpling King,144.9701092,-37.81281453,47,Melbourne (CBD),602997,restaurant
Buenos Aires Steakhouse,144.966488,-37.8011904,246,Carlton,106107,restaurant
Doc Martins,144.9705847,-37.81393777,37,Melbourne (CBD),102158,restaurant
Ghin Khao,144.9653591,-37.81218452,66,Melbourne (CBD),109395,restaurant
Boom Boom Fry,144.96853,-37.81098009,67,Melbourne (CBD),105679,restaurant
Black Jack Cafe,144.920988,-37.82600955,786,Port Melbourne,602733,restaurant
CNK Korean Cuisine,144.9609484,-37.81131629,84,Melbourne (CBD),650593,restaurant
Kiwi Tribeca Fish Burger Bar,144.9856254,-37.81004657,613,East Melbourne,593695,restaurant
Chia Chia,144.9450469,-37.82100111,1108,Docklands,622439,restaurant
65 Degrees ,144.9687244,-37.80874125,87,Melbourne (CBD),103613,restaurant
Sargon Cafe La Trobe Street,144.9608495,-37.8100143,94,Melbourne (CBD),103216,restaurant
Frescatis Fine Foods,144.9552995,-37.81251859,82,Melbourne (CBD),105459,restaurant
Cafe Notturno,144.9664967,-37.80144374,246,Carlton,106105,restaurant
Syracuse Restaurant - Bar ,144.9600859,-37.81638558,33,Melbourne (CBD),105937,restaurant
Wild Dog,144.9514349,-37.78428452,931,Parkville,110273,restaurant
Ramen Ya,144.9638386,-37.81245199,65,Melbourne (CBD),105698,restaurant
Ignition Cafe,144.920481,-37.82477016,786,Port Melbourne,110591,restaurant
The Atlantic/The Den /The Oyster Bar & Grill/ Fish & Chippery by The Atlantic,144.9586604,-37.82312164,803,Southbank,111175,restaurant
Hotel Spencer Bar & Dining Room,144.9492503,-37.80956913,441,West Melbourne (Residential),108856,restaurant
Bar Scopa ,144.9602088,-37.80290295,258,Carlton,592858,restaurant
The Firm Espresso Bar,144.9583529,-37.8130525,73,Melbourne (CBD),559301,restaurant
Francis Food & Coffee,144.9566627,-37.80967009,103,Melbourne (CBD),554417,restaurant
Goodovening,144.9604697,-37.81352285,64,Melbourne (CBD),108102,restaurant
Choix Creperie Cafe,144.9543505,-37.81867544,31,Melbourne (CBD),102109,restaurant
Chocolate Buddha,144.9699175,-37.81784465,6,Melbourne (CBD),578319,restaurant
Dinkum Pies,144.9642254,-37.81528948,35,Melbourne (CBD),105928,restaurant
Rex Tremendae,144.9558379,-37.82001952,11,Melbourne (CBD),559405,restaurant
Platform 28,144.9498213,-37.81921015,1105,Docklands,609488,restaurant
Locanda Italian Steakhouse,144.9706454,-37.81121462,58,Melbourne (CBD),103621,restaurant
Little Rogue,144.9641447,-37.8109685,85,Melbourne (CBD),532170,restaurant
De Gusto,144.947217,-37.81817241,1103,Docklands,599505,restaurant
Coffea Coffee,144.9572395,-37.80745984,113,Melbourne (CBD),110690,restaurant
Villa Romana,144.9673242,-37.80137656,247,Carlton,106229,restaurant
Nene Chicken (Elizabeth St),144.9611573,-37.80894909,105,Melbourne (CBD),103303,restaurant
Gopal's Vegetarian Restaurant,144.9657351,-37.8144111,45,Melbourne (CBD),109273,restaurant
Parkville Store,144.9556719,-37.79525038,913,Parkville,106772,restaurant
Ocean View Cafe Port Melbourne,144.9052161,-37.82483593,785,Port Melbourne,110535,restaurant
Bottega Restaurant,144.9710074,-37.81168307,58,Melbourne (CBD),101226,restaurant
Koko,144.9586604,-37.82312164,803,Southbank,597190,restaurant
Kirk's Wine Bar,144.9613283,-37.81354346,64,Melbourne (CBD),105870,restaurant
Ample Cafe Bar,144.9536961,-37.80409478,356,North Melbourne,105025,restaurant
Mekong Vietnam,144.9647784,-37.81239263,65,Melbourne (CBD),109291,restaurant
Triim,144.9612043,-37.8138513,54,Melbourne (CBD),105851,restaurant
Old Town White Cafe,144.9615988,-37.81155119,74,Melbourne (CBD),103205,restaurant
Pocket Cafe,144.9414027,-37.79501722,2392,North Melbourne,617402,restaurant
Cafe Rosco,144.9762096,-37.836275,710,Melbourne (Remainder),108625,restaurant
Ai Sushi ,144.9793123,-37.84459479,760,Melbourne (Remainder),108645,restaurant
SPQR Pizzeria,144.971363,-37.81092017,58,Melbourne (CBD),105830,restaurant
Warra Warra,144.9665978,-37.81376503,46,Melbourne (CBD),101137,restaurant
Atrium 485,144.9549514,-37.81275166,82,Melbourne (CBD),105460,restaurant
Crema,144.9627888,-37.81722704,24,Melbourne (CBD),102091,restaurant
Boccata,144.9622689,-37.82266873,802,Southbank,613006,restaurant
Movenpick Icecream,144.9657034,-37.810658,76,Melbourne (CBD),589841,restaurant
Japan Inn Gourmet Sushi,144.9771931,-37.83854242,720,Melbourne (Remainder),108629,restaurant
Shanghai Street / Momo Tea,144.9669433,-37.80829662,97,Melbourne (CBD),105491,restaurant
Warung Agus,144.9513664,-37.80562951,424,West Melbourne (Residential),109706,restaurant
Haymarket Place,144.9589985,-37.80052523,240,Carlton,101052,restaurant
The Bond Store Cafe,144.9638744,-37.82193589,801,Southbank,110336,restaurant
Black Rice,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
Humbaba,144.9695681,-37.83002436,748,Southbank,110435,restaurant
Vibe Hotel,144.958804,-37.78289944,904,Parkville,556742,restaurant
Nine Taiwanese Dessert House,144.9651047,-37.81169356,66,Melbourne (CBD),109389,restaurant
Cafe 6six 5fifty 5five,144.9449051,-37.80643136,414,West Melbourne (Residential),108885,restaurant
Bistrot D'Orsay,144.9672778,-37.81485585,36,Melbourne (CBD),102148,restaurant
Calrton Pizzeria Bar and Restaurant,144.9711231,-37.79553609,226,Carlton,108236,restaurant
La Porchetta,144.9563791,-37.80569684,360,North Melbourne,109830,restaurant
Morgans at 401,144.9612229,-37.81739636,23,Melbourne (CBD),102095,restaurant
Golden Monkey,144.9610121,-37.81288006,64,Melbourne (CBD),105706,restaurant
Sool Tong,144.9599073,-37.81386746,63,Melbourne (CBD),108076,restaurant
Cafe Corretto,144.966741,-37.80004558,206,Carlton,106120,restaurant
Kenny's Bakery Cafe,144.9437881,-37.82092615,1108,Docklands,609481,restaurant
Code Black Howard Street,144.9536735,-37.80422555,356,North Melbourne,105024,restaurant
Smile Thai Restaurant,144.949623,-37.80538734,423,West Melbourne (Residential),109719,restaurant
Wonderful Garden,144.9545688,-37.81861166,31,Melbourne (CBD),102111,restaurant
Tutto Bene,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Paper Chase,144.9458305,-37.821044,1108,Docklands,613252,restaurant
Cafe 34,144.9624375,-37.81798973,14,Melbourne (CBD),108114,restaurant
Pepper Lunch,144.9615613,-37.81146864,74,Melbourne (CBD),103206,restaurant
Ba Noi,144.9570408,-37.8146364,62,Melbourne (CBD),110099,restaurant
White Mojo,144.9603936,-37.81210735,74,Melbourne (CBD),104661,restaurant
Hairy Canary,144.9671568,-37.81384227,46,Melbourne (CBD),105963,restaurant
Hugo's Expresso,144.9549054,-37.81802782,31,Melbourne (CBD),105945,restaurant
Pho Victoria,144.9539606,-37.80542264,357,North Melbourne,109821,restaurant
Nawabs Palace,144.947217,-37.81817241,1103,Docklands,599505,restaurant
Degani Bakery Cafe,144.920988,-37.82600955,786,Port Melbourne,602733,restaurant
The Dessert Box,144.9661056,-37.80373308,254,Carlton,106094,restaurant
J&K  Cafe,144.9800592,-37.84607473,724,Melbourne (Remainder),108647,restaurant
Riverside Teppanyaki,144.9536422,-37.82253633,131,Docklands,103978,restaurant
8 On Miles,144.9679695,-37.82843322,742,Southbank,111297,restaurant
Ramen Bankara,144.9641668,-37.81101861,85,Melbourne (CBD),109305,restaurant
Mabrown Curry House,144.9701092,-37.81281453,47,Melbourne (CBD),602997,restaurant
Mr Nice Guy,144.9560169,-37.8134766,72,Melbourne (CBD),110708,restaurant
Imperial Hotel,144.972676,-37.8112003,58,Melbourne (CBD),101238,restaurant
Melbourne Marriott Hotel,144.9691658,-37.80987617,77,Melbourne (CBD),105762,restaurant
Michel's Pattiserie,144.951187,-37.81501701,1101,Docklands,110843,restaurant
Il Vicolo,144.96788,-37.80059699,218,Carlton,104477,restaurant
Mitre Tavern,144.9603112,-37.81680457,33,Melbourne (CBD),100727,restaurant
IBM Bistro,144.9662623,-37.82066923,753,Southbank,110381,restaurant
Cafe Saporo,144.9502584,-37.81864992,1105,Docklands,578096,restaurant
vacant,144.9666993,-37.80443778,252,Carlton,111061,restaurant
Artee Cafe,144.9664413,-37.80566982,267,Carlton,106252,restaurant
Trampoline,144.9662623,-37.82066923,753,Southbank,110606,restaurant
Vibe Hotel,144.958804,-37.78289944,904,Parkville,556742,restaurant
Corner & Bench,144.961492,-37.81443611,54,Melbourne (CBD),101186,restaurant
Black Jack Cafe,144.920988,-37.82600955,786,Port Melbourne,602733,restaurant
RAB Bar & Restaurant,144.9541587,-37.82020559,1101,Docklands,108845,restaurant
RMB Cafe,144.9654844,-37.81710105,15,Melbourne (CBD),103943,restaurant
Ma's Dumpling Den,144.9665902,-37.80049164,206,Carlton,106113,restaurant
The Pressed Lab,144.9557275,-37.81902044,21,Melbourne (CBD),579252,restaurant
Degani At Urban Workshop,144.9707325,-37.8091842,78,Melbourne (CBD),603923,restaurant
Coopers Inn,144.9699756,-37.80941489,78,Melbourne (CBD),103618,restaurant
The Premises Espresso,144.9301769,-37.79426147,2524,Kensington,616022,restaurant
Mawal,144.9667447,-37.80359309,252,Carlton,106245,restaurant
My Sushi Japanese Cafe,144.9848341,-37.81608793,618,East Melbourne,109996,restaurant
Edoya Japanese Restaurant,144.9684168,-37.81298798,47,Melbourne (CBD),101126,restaurant
